股票简称	申购简称	转债简称
恒立液压	恒立申购	None
株冶集团	株冶配售	None
岳阳林纸	岳纸配售	None
皮阿诺	皮阿诺	None
宝通科技	宝通带业	None
郴电国际	郴电配售	None
美芝股份	美芝股份	None
道道全	道道全	None
银江技术	银江股份	None
传艺科技	传艺科技	None
杭州银行	杭银申购	杭银转债
新天药业	新天药业	新天转债
华星创业	华星创业	None
大禹节水	大禹节水	大禹转债
隆基绿能	隆基申购	隆22转债
新五丰	五丰配售	None
新宙邦	新宙邦	None
中国神华	神华申购	None
春秋航空	春秋申购	None
晋亿实业	晋亿申购	None
海南橡胶	海胶申购	None
*ST数知	梅泰诺	None
南京银行	南银申购	南银转债
节能风电	节能申购	节能转债
*ST赛为	赛为智能	None
中南传媒	中南申购	None
三江购物	三江申购	None
硅宝科技	硅宝科技	None
上海环境	不详	None
小康股份	小康申购	小康转债
太平洋	不详	None
ST天圣	天圣制药	None
*ST天龙	天龙光电	None
开滦股份	开滦配售	None
九洲集团	九洲电气	九洲转2
常熟银行	常银申购	None
元隆雅图	元隆雅图	None
金龙机电	金龙机电	None
国泰君安	国君申购	国君转债
白银有色	白银申购	None
中国西电	西电申购	None
天源迪科	天源迪科	None
龙江交通	不详	None
回天新材	回天胶业	None
骆驼股份	骆驼申购	None
广汽集团	不详	None
天龙集团	天龙集团	None
朗科科技	朗科科技	None
中国平安	平安申购	None
工商银行	工行申购	None
合康新能	合康变频	None
广深铁路	广深申购	None
福瑞股份	福瑞股份	None
大智慧	智慧申购	None
世纪鼎利	世纪鼎利	None
利群股份	利群申购	利群转债
长城汽车	长城申购	长汽转债
中创环保	三维丝	None
三五互联	三五互联	None
三星医疗	三星申购	None
陕鼓动力	陕鼓申购	None
鼎龙股份	鼎龙股份	None
东风股份	东风申购	东风转债
中青宝	中青宝	None
中国铝业	不详	None
南都电源	南都电源	None
中国中铁	中铁申购	None
海兰信	海兰信	海兰转债
北辰实业	北辰申购	None
GQY视讯	宁波GQY	None
蓝色光标	蓝色光标	None
中国建筑	中建申购	None
安诺其	安诺其	None
百隆东方	百隆申购	None
广电电气	广电申购	None
明泰铝业	明泰申购	明泰转债
浙文影业	鹿港申购	None
国民技术	国民技术	None
吉林高速	不详	None
际华集团	际华申购	None
中国中冶	中冶申购	None
英唐智控	英唐智控	None
旗滨集团	旗滨申购	旗滨转债
上海电气	不详	None
中国人寿	国寿申购	None
郑煤机	煤机申购	None
奥克股份	奥克股份	None
大唐发电	大唐申购	None
旗天科技	康耐特	None
长盈精密	长盈精密	None
中国中车	南车申购	None
平煤股份	平煤申购	None
中原证券	中原申购	None
金刚玻璃	金刚玻璃	None
思创医惠	中瑞思创	思创转债
华伍股份	华伍股份	None
荃银高科	荃银高科	None
精准信息	尤洛卡	None
锐奇股份	锐奇股份	None
泰胜风能	泰胜风能	None
东吴证券	东吴申购	None
碧水源	碧水源	None
国联水产	国联水产	None
高新兴	高新兴	None
海南矿业	海矿申购	None
天鹅股份	天鹅申购	None
吉药控股	双龙股份	None
华泰证券	华泰申购	None
星宇股份	星宇申购	None
华中数控	华中数控	None
振芯科技	国腾电子	None
力源信息	力源信息	None
中国核建	核建申购	核建转债
华策影视	华策影视	None
力帆科技	力帆申购	None
达刚控股	达刚路机	None
贵阳银行	贵银申购	None
美思德	美思申购	None
中国电建	水电申购	None
中环装备	启源装备	None
皖新传媒	皖新申购	None
方正证券	方正申购	None
朗源股份	朗源股份	None
中煤能源	中煤申购	None
金通灵	金通灵	None
数码视讯	数码视讯	None
海天精工	海天申购	None
晶方科技	晶方申购	None
中国重工	中重申购	None
中海油服	油服申购	None
拓普集团	拓普申购	None
瑞普生物	瑞普生物	None
易联众	易联众	None
滨化股份	滨化申购	None
中国汽研	汽研申购	None
中国中免	国旅申购	None
晨光生物	晨光生物	None
万盛股份	万盛申购	None
凤凰传媒	凤凰申购	None
顺网科技	顺网科技	None
新宏泰	宏泰申购	None
中国交建	中交申购	None
金隅集团	不详	None
银河磁体	银河磁体	None
智云股份	智云股份	None
玲珑轮胎	玲珑申购	None
晓程科技	福星晓程	None
中衡设计	园区申购	None
招商轮船	招船申购	None
爱普股份	爱普申购	None
中国石油	石油申购	None
如通股份	如通申购	None
宝钢包装	宝钢申购	None
华仁药业	华仁药业	None
建设银行	建行申购	None
京运通	京运申购	None
森特股份	森特申购	None
中航电测	中航电测	None
全筑股份	全筑申购	全筑转债
喜临门	喜临申购	None
东富龙	东富龙	None
通源石油	通源石油	None
西部牧业	西部牧业	None
金钼股份	金钼申购	None
中材节能	中材申购	None
华设集团	设计申购	None
中国科传	科传申购	None
中海达	中海达	None
千禾味业	千禾申购	None
信维通信	信维通信	None
昌红科技	昌红科技	昌红转债
睿智医药	量子高科	None
永清环保	永清环保	None
先锋新材	先锋新材	None
科泰电源	科泰电源	None
汤臣倍健	汤臣倍健	None
德新交运	德新申购	None
东方国信	东方国信	None
宋城演艺	宋城股份	None
三维股份	三维申购	None
世纪瑞尔	世纪瑞尔	None
永吉股份	永吉申购	永吉转债
长白山	长白申购	None
华峰超纤	华峰超纤	None
ST泛微	泛微申购	None
元力股份	元力股份	元力转债
东软载波	东软载波	None
汇嘉时代	汇嘉申购	None
宁波精达	精达申购	None
科林电气	科林申购	None
华脉科技	华脉申购	None
通裕重工	通裕重工	None
红蜻蜓	蜻蜓申购	None
音飞储存	音飞申购	None
金能科技	金能申购	金能转债
腾邦退	腾邦国际	None
和邦生物	和邦申购	None
海量数据	海量申购	None
神农科技	神农大丰	None
潜能恒信	潜能恒信	None
维尔利	维尔利	维尔转债
华贸物流	华贸申购	None
网达软件	网达申购	None
科德教育	科斯伍德	None
金牌厨柜	金牌申购	None
理邦仪器	理邦仪器	None
苏盐井神	井神申购	None
上海亚虹	亚虹申购	None
迪贝电气	迪贝申购	迪贝转债
荣晟环保	荣晟申购	荣晟转债
*ST海伦	海伦哲	None
长荣股份	长荣股份	None
德创环保	德创申购	None
天喻信息	天喻信息	None
上海洗霸	洗霸申购	None
福达股份	福达申购	None
永利股份	永利带业	None
恒通股份	恒通申购	None
雪峰科技	雪峰申购	None
飞力达	飞力达	None
江山欧派	欧派申购	江山转债
福安药业	福安药业	None
上海新阳	上海新阳	None
长海股份	长海股份	长海转债
诺邦股份	诺邦申购	None
易华录	易华录	None
东宝生物	东宝生物	None
景旺电子	景旺申购	景20转债
北京君正	北京君正	None
迪安诊断	迪安诊断	None
青岛中程	恒顺电气	None
节能铁汉	铁汉生态	铁汉转债
信捷电气	信捷申购	None
安利股份	安利股份	None
日播时尚	日播申购	None
瑞丰高材	瑞丰高材	瑞丰转债
电魂网络	电魂申购	None
精锻科技	精锻科技	None
苏利股份	苏利申购	苏利转债
浙江鼎力	鼎力申购	None
纳川股份	纳川股份	None
金石资源	金石申购	None
兴源环境	兴源过滤	None
集友股份	集友申购	None
禾丰股份	禾丰申购	禾丰转债
日科化学	日科化学	None
天龙股份	天龙申购	None
拓尔思	拓尔思	拓尔转债
亚邦股份	亚邦申购	None
引力传媒	引力申购	None
金力泰	金力泰	None
鸿利智汇	鸿利光电	None
海鸥股份	海鸥申购	None
海天味业	海天申购	None
家家悦	家家申购	家悦转债
华懋科技	华懋申购	None
常山药业	常山药业	None
保隆科技	保隆申购	None
海联讯	海联讯	None
银信科技	银信科技	银信转债
应流股份	应流申购	None
安记食品	安记申购	None
隆华科技	隆华传热	隆华转债
洲明科技	洲明科技	None
朗玛信息	朗玛信息	None
水发燃气	派思申购	None
绝味食品	绝味申购	None
汇金通	汇通申购	None
苏农银行	吴银申购	苏农转债
国瓷材料	国瓷材料	None
通光线缆	通光线缆	通光转债
珈伟新能	珈伟股份	None
荣科科技	荣科科技	None
湘油泵	湘泵申购	None
方直科技	方直科技	None
开能健康	开能环保	None
健盛集团	健盛申购	None
卫宁健康	卫宁软件	卫宁转债
美晨生态	美晨科技	None
诚意药业	诚意申购	None
宏辉果蔬	宏辉申购	宏辉转债
济民医疗	济民申购	None
东方时尚	东方申购	东时转债
联泰环保	联泰申购	联泰转债
沐邦高科	邦宝申购	None
新莱应材	新莱应材	None
奇精机械	奇精申购	奇精转债
晨光股份	晨光申购	None
同有科技	同有科技	None
东方电缆	东方申购	None
ST联建	联建光电	None
惠达卫浴	惠达申购	None
云意电气	云意电气	None
宁波高发	高发申购	None
隆鑫通用	隆鑫申购	None
普莱柯	普莱申购	None
亚振家居	亚振申购	None
*ST博天	博天申购	None
诚邦股份	诚邦申购	None
莱克电气	莱克申购	None
融捷健康	桑乐金	None
金徽酒	金徽申购	None
尔康制药	尔康制药	None
海利尔	海利申购	None
佳云科技	明家科技	None
金城医药	金城医药	None
*ST吉艾	吉艾科技	None
日出东方	日出申购	None
伟明环保	伟明申购	None
中威电子	中威电子	None
晶盛机电	晶盛机电	None
麦克奥迪	麦迪电气	None
金明精机	金明精机	None
中颖电子	中颖电子	None
星光农机	星光申购	None
太平鸟	太平申购	太平转债
中通国脉	中通申购	None
司太立	司太申购	None
海伦钢琴	海伦钢琴	None
吉翔股份	华龙申购	None
紫天科技	南通锻压	None
华宇软件	紫光华宇	None
百纳千成	华录百纳	None
华友钴业	华友申购	华友转债
塞力医疗	塞力申购	塞力转债
美诺华	美诺申购	美诺转债
光线传媒	光线传媒	None
福斯特	福斯申购	None
海达股份	海达股份	None
柳药集团	柳药申购	柳药转债
津膜科技	津膜科技	None
和晶科技	和晶科技	None
新开普	新开普	None
威龙股份	威龙申购	None
科恒股份	科恒股份	None
三祥新材	三祥申购	None
能科科技	能科申购	None
九洲药业	九洲申购	None
永艺股份	永艺申购	None
巴安水务	巴安水务	None
吴通控股	吴通通讯	None
永创智能	永创申购	None
科森科技	科森申购	None
安图生物	安图申购	None
镇海股份	镇海申购	None
*ST邦讯	邦讯技术	None
泰禾智能	泰禾申购	None
嘉澳环保	嘉澳申购	嘉澳转债
麦捷科技	麦捷科技	None
桃李面包	桃李申购	None
纽威股份	纽威申购	None
*ST长方	长方照明	None
旋极信息	旋极信息	None
温州宏丰	温州宏丰	宏丰转债
好莱客	好莱申购	好客转债
坤彩科技	坤彩申购	None
联创股份	联创节能	None
盛洋科技	盛洋申购	None
航天工程	航天申购	None
蓝英装备	蓝英装备	None
石英股份	石英申购	石英转债
ST三盛	汇冠股份	None
苏大维格	苏大维格	None
三六五网	三六五网	None
海峡创新	汉鼎股份	None
道森股份	道森申购	None
白云电器	白云申购	白电转债
富春股份	富春通信	None
元祖股份	元祖申购	None
朗迪集团	朗迪申购	None
步长制药	步长申购	None
硕贝德	硕贝德	None
来伊份	伊份申购	None
常青股份	常青申购	None
海峡环保	海峡申购	海环转债
世运电路	世运申购	世运转债
博晖创新	博晖创新	None
曲美家居	曲美申购	None
同大股份	同大股份	None
迪森股份	迪森股份	迪森转债
莱绅通灵	通灵申购	None
南大光电	南大光电	None
华民股份	红宇新材	None
三联虹普	三联虹普	None
立方数科	太空板业	None
泰格医药	泰格医药	None
雪浪环境	雪浪环境	None
我武生物	我武生物	None
蒙草生态	蒙草抗旱	None
兴业股份	兴业申购	None
楚天科技	楚天科技	None
全通教育	全通教育	None
炬华科技	炬华科技	None
飞天诚信	飞天诚信	None
中铁装配	恒通科技	None
赢时胜	赢时胜	None
飞凯材料	飞凯材料	飞凯转债
长亮科技	长亮科技	None
克来机电	克来申购	None
永贵电器	永贵电器	None
至正股份	至正申购	None
醋化股份	醋化申购	None
博敏电子	博敏申购	None
方盛制药	方盛制药	None
中光防雷	中光防雷	None
银龙股份	银龙申购	None
恒华科技	恒华科技	None
天华超净	天华超净	None
东华测试	东华测试	None
汉宇集团	地尔汉宇	None
读者传媒	读者申购	None
安硕信息	安硕信息	None
大千生态	大千申购	None
航新科技	航新科技	航新转债
凯发电气	凯发电气	凯发转债
百利科技	百利申购	None
法兰泰克	法兰申购	法兰转债
*ST安控	安控股份	None
*ST光一	光一科技	None
美康生物	美康生物	None
富邦股份	富邦股份	None
中密控股	日机密封	None
华图山鼎	山鼎设计	None
双杰电气	双杰电气	None
中来股份	中来股份	None
赛摩智能	赛摩电气	None
三环集团	三环集团	None
伊之密	伊之密	None
菲利华	菲利华	None
濮阳惠成	濮阳惠成	None
易事特	易事特	None
香农芯创	聚隆科技	None
惠伦晶体	惠伦晶体	None
厚普股份	厚普股份	None
五洋停车	五洋科技	None
维宏股份	维宏股份	None
四方精创	四方精创	None
国泰集团	国泰申购	None
江龙船艇	江龙船艇	None
先导智能	先导股份	None
天孚通信	天孚通信	None
蓝海华腾	蓝海华腾	None
广生堂	广生堂	None
昊志机电	昊志机电	None
久之洋	久之洋	None
胜宏科技	胜宏科技	None
艾华集团	艾华申购	艾华转债
富临精工	富临精工	None
博创科技	博创科技	None
康德莱	康德申购	None
运达科技	运达科技	None
中达安	达安股份	None
新元科技	新元科技	None
继峰股份	继峰申购	None
天能重工	天能重工	天能转债
横河精密	横河模具	横河转债
洛阳钼业	洛钼申购	None
容大感光	容大感光	None
蓝晓科技	蓝晓科技	蓝晓转债
博世科	博世科	博世转债
海波重科	海波重科	海波转债
雄帝科技	雄帝科技	None
正业科技	正业科技	None
透景生命	透景生命	None
美联新材	美联新材	美联转债
华铭智能	华铭智能	None
苏试试验	苏试试验	苏试转债
雄塑科技	雄塑科技	None
星源材质	星源材质	None
恒锋信息	恒锋信息	None
星徽股份	星徽精密	None
汇纳科技	汇纳科技	None
蜀道装备	深冷股份	None
中泰股份	中泰股份	None
立中集团	四通新材	None
博士眼镜	博士眼镜	None
移为通信	移为通信	None
中孚信息	中孚信息	None
美力科技	美力科技	美力转债
通合科技	通合科技	None
普丽盛	普丽盛	None
和仁科技	和仁科技	None
集智股份	集智股份	None
广信材料	广信材料	None
寒锐钴业	寒锐钴业	None
路通视信	路通视信	None
康斯特	康斯特	None
名家汇	名家汇	None
英飞特	英飞特	None
激智科技	激智科技	None
国瑞科技	瑞特股份	None
正海生物	正海生物	None
贝斯特	贝斯特	贝斯转债
赢合科技	赢合科技	None
江苏雷利	江苏雷利	None
数字认证	数字认证	None
欣天科技	欣天科技	None
启迪设计	苏州设计	None
富祥药业	富祥股份	None
盛讯达	盛讯达	None
凯普生物	凯普生物	None
欧普康视	欧普康视	None
赛托生物	赛托生物	None
新美星	新美星	None
杭州高新	杭州高新	None
同益股份	同益股份	None
新雷能	新雷能	None
海顺新材	海顺新材	None
中亚股份	中亚股份	None
苏奥传感	苏奥传感	None
光力科技	光力科技	None
农尚环境	农尚环境	None
川环科技	川环科技	None
中国国贸	中国国贸	None
温氏股份	不详	温氏转债
晶瑞电材	晶瑞股份	晶瑞转2
科信技术	科信技术	None
奥联电子	奥联电子	None
新光药业	新光药业	None
雪榕生物	雪榕申购	雪榕转债
弘信电子	弘信电子	None
会畅通讯	会畅通讯	None
优博讯	优博讯	None
华夏银行	华夏申购	None
尚品宅配	尚品宅配	None
熙菱信息	熙菱信息	None
今天国际	今天国际	None
古鳌科技	古鳌科技	None
普利制药	普利制药	普利转债
宣亚国际	宣亚国际	None
包钢股份	钢联申购	None
诚迈科技	诚迈科技	None
飞荣达	飞荣达	None
金太阳	金太阳	None
扬帆新材	扬帆新材	None
拓斯达	拓斯达	拓斯转债
利安隆	利安隆	None
思特奇	思特奇	思特转债
民德电子	民德电子	None
立昂技术	立昂技术	None
圣邦股份	圣邦股份	None
科蓝软件	科蓝软件	None
光库科技	光库科技	None
民生银行	民生申购	None
首创环保	首创股份	None
宝钢股份	宝钢申购	None
皖通高速	皖通配售	None
山东钢铁	济钢配售	None
古越龙山	古越龙山	None
中远海能	中海申购	None
浙能电力	不详	None
南京高科	不详	None
华电国际	华电配售	None
中国联通	联通配售	None
九鼎投资	江西纸业	None
广州发展	广发电力	None
中信证券	中信配售	None
中国医药	中技贸易　	None
东望时代	浙江广厦	None
华润双鹤	双鹤药业	None
黄山旅游	黄山旅游	None
青山纸业	不详	None
中国石化	石化申购	None
皖维高新	皖维股份	None
康欣新材	不详	None
新疆天业	新疆天业	None
歌华有线	歌华申购	None
凤凰光学	凤凰光学	None
中船科技	江南重工	None
五矿发展	五矿发展	None
国网信通	岷江水电	None
美尔雅	美尔雅	None
郑州煤电	不详	None
湘财股份	哈高科	None
中视传媒	中视股份	None
特变电工	不详	None
上海梅林	上海梅林	None
上汽集团	上海汽车	None
ST宏图	宏图高科	None
波导股份	波导股份	None
乐凯胶片	乐凯胶片	None
明星电力	不详	None
诺德股份	长春热缩	None
杭钢股份	杭钢股份	None
开创国际	不详	None
航天机电	航天机电	None
长江投资	长江投资	None
中青旅	中青旅	None
上海建工	上海建工	None
*ST西源	不详	None
太极集团	不详	None
中国东航	东方航空	None
永鼎股份	永鼎光缆	永鼎转债
维科技术	敦煌集团	None
东湖高新	东湖高新	东湖转债
香江控股	山东临工	None
大龙地产	宁城老窖	None
冠城大通	不详	None
浪莎股份	不详	None
万东医疗	万东医疗	None
重庆路桥	不详	None
中国巨石	中国化建	None
海泰发展	津百股份	None
云天化	不详	None
金健米业	不详	None
铜峰电子	铜峰申购	None
退市环球	大元股份	None
青海华鼎	华鼎申购	None
全柴动力	全柴动力	None
东安动力	东安动力	None
雅戈尔	雅戈尔	None
伊力特	伊力特	伊力转债
亚星客车	亚星客车	None
酒钢宏兴	酒钢申购	None
ST华仪	苏福申购	None
泉阳泉	吉林森工	None
海正药业	海正申购	None
首旅酒店	首旅股份	None
安通控股	黑化股份	None
南山铝业	南山实业	None
莲花健康	莲花味精	None
江苏吴中	江苏吴中	None
安迪苏	星新申购	None
宝光股份	宝光申购	None
陕西建工	秦丰农业	None
大唐电信	大唐电信	None
退市罗顿	罗顿旅业	None
东方创业	创业申购	None
返利科技	昌九股份	None
万通发展	先锋申购	None
兖矿能源	兖州煤业	None
广汇汽车	美罗申购	广汇转债
重庆港	重庆港九	None
钱江水利	钱江申购	None
江山股份	江山申购	None
宏达股份	宏达申购	None
恒顺醋业	恒顺申购	None
万华化学	万华申购	None
*ST景谷	景谷申购	None
华微电子	华微申购	None
桂东电力	桂电申购	None
长城电工	长城电工	None
中恒集团	中恒申购	None
大湖股份	洞庭水殖	None
ST通葡	通葡申购	None
维维股份	维维股份	None
亚星化学	亚星化学	None
桂冠电力	桂冠电力	None
五矿资本	金瑞申购	None
华夏幸福	国祥配售	None
正源股份	国栋申购	None
首开股份	宝业申购	None
*ST荣华	荣华申购	None
退市昌鱼	昌鱼申购	None
红星发展	红星申购	None
新湖中宝	戴梦得	None
平高电气	平高申购	None
ST商城	商城申购	None
北方股份	北方申购	None
安泰集团	安泰配售	None
中文传媒	鑫新申购	None
嘉化能源	华芳配售	None
浙江龙盛	龙盛配售	None
华泰股份	华泰申购	None
北巴传媒	北巴申购	None
安源煤业	安源配售	None
恒力石化	冰山橡塑	None
紫江企业	紫江企业　	None
柳化股份	柳化配售	None
片仔癀	片癀配售	None
汉马科技	星马配售	None
大恒科技	大恒申购	None
宁沪高速	宁沪申购	None
敦煌种业	敦种配售	None
贵研铂业	贵研配售	None
五洲交通	五洲申购	None
动力源	动力配售	None
圆通速递	大杨创世	None
时代新材	时代配售	None
恒丰纸业	恒丰申购	None
昊华科技	天科申购	None
ST基础	一投配售	None
国旅联合	国旅申购	None
青海春天	白鹿申购	None
达仁堂	中新申购	None
湘电股份	湘电配售	None
国电南瑞	南瑞配售	None
亨通光电	亨通配售	亨通转债
江淮汽车	江汽申购	None
安徽建工	水利配售	None
长江通信	长通申购	None
华阳股份	国阳配售	None
西南证券	长江申购	None
开开实业	开开增发	None
ST龙净	龙净申购	龙净转债
ST广珠	明珠申购	None
华鲁恒升	华鲁配售	None
华光环能	华光配售	None
风神股份	风神配售	None
江西铜业	江铜申购	None
文一科技	三佳申购	None
航发科技	成发申购	None
冠豪高新	冠豪配售	None
鹏欣资源	中科配售	None
上海能源	能源申购	None
大东方	大厦配售	None
三元股份	三元配售	None
宝钛股份	宝钛申购	None
ST九有	石纸配售	None
博通股份	博通配售	None
盘江股份	盘江申购	None
涪陵电力	涪电配售	None
华海药业	华海配售	华海转债
宁波韵升	韵升申购	None
国网英大	置信配售	None
金地集团	金地申购	None
千金药业	千金配售	None
天润乳业	天宏申购	None
抚顺特钢	抚钢申购	None
好当家	当家配售	None
金证股份	金证配售	None
福能股份	南纺配售	福能转债
红豆股份	红豆申购	None
贵州茅台	茅台申购	None
瑞贝卡	瑞贝配售	None
六国化工	六国配售	None
杭萧钢构	杭萧配售	None
龙元建设	龙元配售	None
科达制造	科达配售	None
中化国际	中化国际	None
西昌电力	西电申购	None
天富能源	天富申购	None
栖霞建设	栖霞申购	None
中天科技	中天配售	None
卓郎智能	城建配售	None
豫光金铅	豫光配售	None
老凤祥	不详	None
青岛啤酒	不详	None
山东黄金	黄金配售	None
交大昂立	昂立申购	None
大西洋	大洋申购	None
海立股份	不详	None
亿晶光电	海通配售	None
国发股份	国发配售	None
八一钢铁	八钢配售	None
新赛股份	新赛配售	None
海螺水泥	海螺申购	None
长电科技	长电配售	None
厦门钨业	厦钨配售	None
ST熊猫	花炮申购	None
莫高股份	莫高配售	None
ST榕泰	榕泰申购	None
国睿科技	高陶配售	None
光明乳业	光明配售	None
山煤国际	化建配售	None
中毅达	不详	None
狮头股份	狮头申购	None
新世界	不详	None
精达股份	精达配售	精达转债
山鹰国际	山鹰纸业	鹰19转债
未来股份	华阳配售	None
天宸股份	不详	None
北大荒	北荒申购	None
凯盛科技	方兴配售	None
市北高新	不详	None
海油工程	海油申购	None
华鑫股份	不详	None
*ST海创	茉织增发	None
新华医疗	新华配售	None
申达股份	不详	None
ST沪科	不详	None
济川药业	洪城申购	济川转债
金枫酒业	不详	None
申能股份	不详	None
氯碱化工	不详	None
新国脉	不详	None
东方明珠	不详	None
爱建集团	不详	None
中源协和	不详	None
万业企业	不详	None
龙头股份	不详	None
陆家嘴	不详	None
川投能源	不详	川投转债
中华企业	不详	None
浙数文化	不详	None
交运股份	不详	None
中船防务	不详	None
ST目药	不详	None
珠江股份	不详	None
同达创业	不详	None
南宁百货	南宁百货	None
物产中大	中大股份	None
城投控股	不详	None
三安光电	活力28	None
东百集团	不详	None
外服控股	不详	None
电子城	不详	None
海尔智家	不详	None
天津港	不详	None
盛屯矿业	不详	None
曲江文旅	不详	None
光明地产	东海股份	None
四川金顶	不详	None
中航产融	不详	None
阳煤化工	不详	None
上海石化	不详	None
彩虹股份	不详	None
退市绿庭	不详	None
ST热电	大连热电	None
文投控股	松辽汽车	None
百花医药	不详	None
金牛化工	不详	None
祁连山	祁连山	None
新华锦	不详	None
湖南海利	湖南海利	None
宁波富达	富达电器	None
一汽富维	一汽四环	None
重庆百货	不详	None
华远地产	幸福实业	None
辽宁成大	辽宁成大	None
海航科技	不详	None
新钢股份	新华股份	None
*ST园城	不详	None
中国海防	三星石化	None
苏州高新	苏州高新	None
浪潮软件	不详	None
南京熊猫	南京熊猫	None
东方银星	冰熊股份	None
山西焦化	不详	None
华域汽车	巴士股份	None
东方通信	东方通信	None
江中药业	东风药业	None
水井坊	四川制药	None
新华百货	新华百货	None
中储股份	不详	None
中航沈飞	不详	None
宁波富邦	宁波华通	None
浙大网新	浙江天然	None
友好集团	新疆友好	None
宇通重工	不详	None
新奥股份	不详	None
马钢股份	不详	None
福建水泥	不详	None
渤海化学	不详	None
华北制药	不详	None
华新水泥	不详	None
中路股份	不详	None
厦工股份	不详	None
兰生股份	不详	None
海通证券	不详	None
益民集团	不详	None
退市中天	不详	None
四川长虹	不详	None
上工申贝	不详	None
京城股份	不详	None
神马股份	不详	None
浙文互联	科达配售	None
香溢融通	不详	None
宝信软件	不详	None
第一医药	不详	None
申通地铁	不详	None
贵绳股份	贵绳配售	None
内蒙一机	北创配售	None
银座股份	不详	None
海欣股份	不详	None
春兰股份	不详	None
星湖科技	不详	None
上海机电	不详	None
建设机械	建设配售	None
王府井	不详	None
北京城乡	不详	None
退市厦华	不详	None
金陵饭店	金陵申购	None
同济科技	不详	None
梅花生物	不详	None
柳钢股份	柳钢申购	None
渤海汽车	活塞配售	None
福成股份	福成配售	None
中材国际	中材配售	None
宝胜股份	宝胜配售	None
恒源煤电	恒源配售	None
北矿科技	北矿配售	None
中炬高新	不详	None
东方证券	东方申购	None
国投中鲁	国投配售	None
宁波能源	热电配售	None
远东股份	青海三普	None
招商证券	招商申购	None
石化油服	不详	None
陕西黑猫	黑猫申购	None
宝泰隆	泰隆申购	None
唐山港	唐港申购	None
文山电力	文山配售	None
晋控煤业	大同申购	None
赤峰黄金	宝龙配售	None
宁波港	宁港申购	None
连云港	云港申购	None
文峰股份	文峰申购	None
中国国航	国航申购	None
华钰矿业	华钰申购	华钰转债
四川成渝	成渝申购	None
东兴证券	东兴申购	None
西部矿业	西矿申购	None
博威合金	博威申购	None
赛轮轮胎	赛轮申购	None
四方股份	四方申购	None
西部黄金	黄金申购	None
中国铁建	铁建申购	None
深圳燃气	燃气申购	None
ST华鼎	华鼎申购	None
东材科技	东材申购	None
中国化学	中化申购	None
江南水务	江南申购	None
杭齿前进	杭齿申购	None
三角轮胎	三角申购	None
新城控股	不详	None
华电重工	华电申购	None
林洋能源	林洋申购	None
君正集团	君正申购	None
上海银行	上银申购	上银转债
兴业证券	兴业申购	None
九牧王	九牧申购	None
绿城水务	绿城申购	None
怡球资源	怡球申购	None
通用股份	通用申购	None
交通银行	交行申购	None
会稽山	会稽申购	None
中信重工	中信申购	None
新华保险	新华申购	None
宁波建工	宁建申购	None
桐昆股份	桐昆申购	None
正泰电器	正泰申购	None
风范股份	风范申购	None
上海医药	不详	None
上海电影	上影申购	None
浙商证券	浙商申购	None
中国银河	银河申购	中银转债
光大银行	光大申购	光大转债
中国太保	太保申购	None
亚星锚链	亚星申购	None
新华文轩	文轩申购	None
紫金矿业	紫金申购	None
南方传媒	南方申购	None
蓝科高新	蓝科申购	None
光大证券	光大申购	None
潞安环能	潞安申购	None
中远海发	集运申购	None
江河集团	江河申购	None
辽港股份	大连申购	None
新集能源	新集申购	None
中国核电	中核申购	None
中远海控	远洋申购	None
永辉超市	永辉申购	None
苏垦农发	苏垦申购	None
吉视传媒	吉视申购	吉视转债
中国银行	中行申购	None
中信银行	中信申购	中信转债
出版传媒	出版申购	None
人民网	人民申购	None
宏昌电子	宏昌申购	None
奥康国际	奥康申购	None
丰林集团	丰林申购	None
龙宇燃油	龙宇申购	None
创力集团	创力申购	None
北特科技	北特申购	None
威帝股份	威帝申购	None
ST花王	花王申购	花王转债
中科曙光	曙光申购	None
华立股份	华立申购	None
联明股份	联明申购	None
赛福天	赛福申购	None
石大胜华	石大申购	None
山东华鹏	华鹏申购	None
合锻智能	合锻申购	None
安德利	安德申购	None
海汽集团	海汽申购	None
江化微	江化申购	None
常熟汽饰	常汽申购	None
凯众股份	凯众申购	None
大豪科技	大豪申购	None
新坐标	坐标申购	None
弘讯科技	弘讯申购	None
新通联	新联申购	None
国检集团	国检申购	None
振华股份	振华申购	None
大丰实业	大丰申购	大丰转债
新经典	经典申购	None
川仪股份	川仪申购	None
正裕工业	正裕申购	正裕转债
天成自控	天成申购	None
润达医疗	润达申购	润达转债
渤海轮渡	渤海申购	None
先达股份	先达申购	None
康尼机电	康尼申购	None
ST万林	万林申购	None
宏盛股份	宏盛申购	None
共进股份	共进申购	None
碳元科技	碳元申购	None
汇顶科技	汇顶申购	None
翠微股份	翠微申购	None
上海沪工	沪工申购	沪工转债
康惠制药	康惠申购	None
腾龙股份	腾龙申购	None
圣龙股份	圣龙申购	None
莎普爱思	莎普申购	None
华正新材	华正申购	华正转债
兰石重装	兰石申购	None
浙江仙通	仙通申购	None
迎驾贡酒	迎驾申购	None
日月股份	日月申购	None
新凤鸣	新凤申购	凤21转债
维力医疗	维力申购	None
新泉股份	新泉申购	None
杭叉集团	杭叉申购	杭叉转债
松发股份	松发申购	None
四方科技	四方申购	None
